number,title,owned,image,note
A520,"CULTURE AND SOCIETY 1780 – 1950 Raymond Williams",Yes,https://mailpony.uk/pelicans/A520.jpg,"1961"
A521,"WILLIAM MORRIS: SELECTED WRITINGS AND DESIGNS Raymond Williams",No,https://mailpony.uk/pelicans/A521.jpg,"1963"
A522,"FREUD AND THE POST-FREUDIANS J. A. C. Brown",No,https://mailpony.uk/pelicans/A522.jpg,"1961"
A523,"HUMAN HEREDITY C. O. Carter",Yes,https://mailpony.uk/pelicans/A523.jpg,"1962"
A524,"ELECTRONIC COMPUTERS C. O. Carter",No,https://mailpony.uk/pelicans/A524.jpg,"1965"
A525,"A HISTORY OF MODERN FRANCE, VOL 2: From the First Empire to the Fourth Republic 1799 – 1945 Alfred Cobban",No,https://mailpony.uk/pelicans/A525.jpg,"1961"
A526,"THE LIVING BRAIN W. Grey Walter",No,https://mailpony.uk/pelicans/A526.jpg,"1961"
A527,"THE DISINHERITED MIND Erich Heller",No,https://mailpony.uk/pelicans/A527.jpg,"1961"
A528,"THE BUSINESS OF MANAGEMENT: ART OR CRAFT? Roger Falk",No,https://mailpony.uk/pelicans/A528.jpg,"1961"
A529,"THE MAKING OF MODERN RUSSIA Lionel Kochan",Yes,https://mailpony.uk/pelicans/A529.jpg,"1963 (1973 reprint)"
A530,"THE PSYCHOLOGY OF PERCEPTION M. D. Vernon",No,https://mailpony.uk/pelicans/A530.jpg,"1962"
A531,"CHILDHOOD AND ADOLESCENCE J. A. Hadfield",No,https://mailpony.uk/pelicans/A531.jpg,"1962"
A532,"MASS, LENGTH AND TIME Norman Feather",No,https://mailpony.uk/pelicans/A532.jpg,"1961"
A533,"CHORAL MUSIC Norman Feather",No,https://mailpony.uk/pelicans/A533.jpg,"1963"
A534,"THE ORIGINS AND GROWTH OF PHYSICAL SCIENCE, VOLUME 1 (Based on ‘Moments of discovery’ edited by George Schwartz and Philip W. Bishop) Norman Feather",No,https://mailpony.uk/pelicans/A534.jpg,"1964"
A535,"THE ORIGINS AND GROWTH OF PHYSICAL SCIENCE, VOLUME 2 (Based on ‘Moments of discovery’ edited by George Schwartz and Philip W. Bishop) Norman Feather",No,https://mailpony.uk/pelicans/A535.jpg,"1964"
A536,"THE ORIGINS AND GROWTH OF BIOLOGY (Based on ‘Moments of discovery’ edited by George Schwartz and Philip W. Bishop) Norman Feather",No,https://mailpony.uk/pelicans/A536.jpg,"1964"
A537,"THE EONOMIC HISTORY OF WORLD POPULATION Carlo M. Cipolla",No,https://mailpony.uk/pelicans/A537.jpg,"1962"
A538,"THE ORGANISATION MAN William H. Whyte",No,https://mailpony.uk/pelicans/A538.jpg,"1960"
A539,"ELEPHANTS A short account of their natural history, evolution and influence on mankind Richard Carrington",No,https://mailpony.uk/pelicans/A539.jpg,"1962"
A540,"THE GREAT CRASH 1929 John Kenneth Galbraith",No,https://mailpony.uk/pelicans/A540.jpg,"1961"
A541,"THE DARK SUN Graham Hough",No,https://mailpony.uk/pelicans/A541.jpg,"1961"
A542,"PRIMITIVE GOVERNMENT Lucy Mair",No,https://mailpony.uk/pelicans/A542.jpg,"1962"
A543,"EXPLORATION IN MANAGEMENT Wilfred Brown",No,https://mailpony.uk/pelicans/A543.jpg,"1965"
A544,"THE STATUS SEEKERS An Exploration of Class Behaviour in America Vance Packard",No,https://mailpony.uk/pelicans/A544.jpg,"1962"
A545,"THE AFFLUENT SOCIETY John Kenneth Galbraith",No,https://mailpony.uk/pelicans/A545.jpg,"1962"
A546,"MIDDLE EASTERN MYTHOLOGY S. H. Hooke",Yes,https://mailpony.uk/pelicans/A546.jpg,"1963 (1971 reprint)"
A547,"THE WAY OF ZEN Alan W. Watts",No,https://mailpony.uk/pelicans/A547.jpg,"1962"
A548,"GEOGRAPHY OF WORLD AFFAIRS J. P. Cole",No,https://mailpony.uk/pelicans/A548.jpg,"1963"
A549,"CANCER The Nature of the Problem R. J. C. Harris",No,https://mailpony.uk/pelicans/A549.jpg,"1962"
A550,"THE TRIPLE THINKERS Twelve Essays on Literary Subjects Edmund Wilson",No,https://mailpony.uk/pelicans/A550.jpg,"1962"
A551,"THE DEAD SEA SCROLLS IN ENGLISH G. Vermes",No,https://mailpony.uk/pelicans/A551.jpg,"1962"
A552,"DIAGNOSIS OF MAN Kenneth Walker",No,https://mailpony.uk/pelicans/A552.jpg,"1962"
A553,"THE LITERARY CRITICS A study of English Descriptive Criticism George Watson",Yes,https://mailpony.uk/pelicans/A553.jpg,"1962"
A554,"THE COMPLETE PLAIN WORDS Sir Ernest Gowers",Yes,https://mailpony.uk/pelicans/A554.jpg,"1962"
A555,"THE STAGNANT SOCIETY: A WARNING Michael Shanks",No,https://mailpony.uk/pelicans/A555.jpg,"1961"
A556,"SOCIOLOGY OF NATURE Leslie Ried",No,https://mailpony.uk/pelicans/A556.jpg,"1962"
A557,"ASPECTS OF THE NOVEL E. M. Forster",No,https://mailpony.uk/pelicans/A557.jpg,"1962"
A558,"ANATOMY OF PRISONS Hugh J. Klare",No,https://mailpony.uk/pelicans/A558.jpg,"1962"
A559,"SIMPLICITY OF SCIENCE Stanley D. Beck",No,https://mailpony.uk/pelicans/A559.jpg,"1962"
A560,"THE GROWTH OF PLANTS G. E. Fogg",Yes,https://mailpony.uk/pelicans/A560.jpg,"1963"
A561,"A PICTORIAL HISTORY OF NAZI GERMANY Erwin Leiser",No,https://mailpony.uk/pelicans/A561.jpg,"1962"
A562,"INTRODUCING SCIENCE Alan Isaacs",No,https://mailpony.uk/pelicans/A562.jpg,"1963"
A563,"KARL MARX: SELECTED WRITINGS IN SOCIOLOGY AND SOCIAL PHILOSOPHY Alan Isaacs",No,https://mailpony.uk/pelicans/A563.jpg,"1963"
A564,"HITLER: A STUDY IN TYRANNY Alan Bullock",Yes,https://mailpony.uk/pelicans/A564.jpg,"1962 (1972 reprint)"
A565,"MARX ON ECONOMICS Alan Bullock",No,https://mailpony.uk/pelicans/A565.jpg,"1962"
A566,"EDUCATING THE INTELLIGENT Alan Bullock",No,https://mailpony.uk/pelicans/A566.jpg,"1962"
A567,"THE FUTURE OF LONDON Edward Carter",No,https://mailpony.uk/pelicans/A567.jpg,"1962"
A568,"MYSTICISM A study and an anthology F. C. Happold",Yes,https://mailpony.uk/pelicans/A568.jpg,"1963"
A569,"PERSONAL VALUES IN THE MODERN WORLD M. V. C. Jeffreys",No,https://mailpony.uk/pelicans/A569.jpg,"1962"
A570,"THE WORLD OF ODYSSEUS M. I. Finley",No,https://mailpony.uk/pelicans/A570.jpg,"1962"
A571,"TWO SHORT ACCOUNTS OF PSYCHO-ANALYSIS Five lectures on psycho-analysis and the question of lay analysis Sigmund Freud",No,https://mailpony.uk/pelicans/A571.jpg,"1962"
A572,"PSYCHICAL RESEARCH TODAY D. J. West",No,https://mailpony.uk/pelicans/A572.jpg,"1962"
A573,"THE DEFEAT OF JOHN HAWKINS Rayner Unwin",No,https://mailpony.uk/pelicans/A573.jpg,"1962"
A574,"GEORGIAN LONDON John Summerson",No,https://mailpony.uk/pelicans/A574.jpg,"1962"
A575,"MALE AND FEMALE A Study of the Sexes in a Changing World Margaret Mead",No,https://mailpony.uk/pelicans/A575.jpg,"1962"
A576,"A SHORT HISTORY OF RELIGIONS E. E. Kellett",No,https://mailpony.uk/pelicans/A576.jpg,"1962"
A577,"THE DANCER’S HERITAGE Ivor Guest",No,https://mailpony.uk/pelicans/A577.jpg,"1962"
A578,"THE THEORY AND PRACTICE OF COMMUNISM An Introduction R. N. Carew Hunt",No,https://mailpony.uk/pelicans/A578.jpg,"1963"
A579,"KHRUSHCHEV’S RUSSIA Edward Crankshaw",No,https://mailpony.uk/pelicans/A579.jpg,"1962"
A580,"THE MEANING OF BEAUTY Eric Newton",No,https://mailpony.uk/pelicans/A580.jpg,"1962"
A581,"THE GREEKS OVERSEAS John Boardman",No,https://mailpony.uk/pelicans/A581.jpg,"1964"
A582,"THE PSYCHOLOGY OF STUDY C. A. Mace",No,https://mailpony.uk/pelicans/A582.jpg,"1962"
A583,"G. B. S. ON MUSIC George Bernard Shaw",No,https://mailpony.uk/pelicans/A583.jpg,"1962"
A584,"THE CITY Paul Ferris",No,https://mailpony.uk/pelicans/A584.jpg,"1962"
A585,"THE HIDDEN PERSUADERS Vance Packard",No,https://mailpony.uk/pelicans/A585.jpg,"1962"
A586,"THE DEFEAT OF THE SPANISH ARMADA Garrett Mattingly",No,https://mailpony.uk/pelicans/A586.jpg,"1962"
A587,"THE STRANGE STORY OF THE QUANTUM Banesh Hoffmann",No,https://mailpony.uk/pelicans/A587.jpg,"1963"
A588,"THE SHAKING OF THE FOUNDATIONS Paul Tillich",No,https://mailpony.uk/pelicans/A588.jpg,"1962"
A589,"THE WASTE MAKERS Vance Packard",Yes,https://mailpony.uk/pelicans/A589.jpg,"1963"
A590,"AN INQUIRY INTO MEANING AND TRUTH The William James Lectures for 1940 delivered at Harvard University Bertrand Russell",No,https://mailpony.uk/pelicans/A590.jpg,"1962"
A591,"METHODISM Rupert E. Davies",No,https://mailpony.uk/pelicans/A591.jpg,"1963"
A592,"THE ORTHODOX CHURCH Timothy Ware",No,https://mailpony.uk/pelicans/A592.jpg,"1963"
A593,"THE BOUNDARIES OF SCIENCE Magnus Pyke",No,https://mailpony.uk/pelicans/A593.jpg,"1963"
A594,"MYSTICISM IN WORLD RELIGION Sidney Spencer",No,https://mailpony.uk/pelicans/A594.jpg,"1963"
A595,"FAMILY AND KINSHIP IN EAST LONDON Michael Young and Peter Willmott",No,https://mailpony.uk/pelicans/A595.jpg,"1962"
A596,"THE SOUND OF SURPRISE: 46 Pieces of Jazz Whitney Balliett",No,https://mailpony.uk/pelicans/A596.jpg,"1963"
A597,"A PORTRAIT OF LORD NELSON Oliver Warner",Yes,https://mailpony.uk/pelicans/A597.jpg,"1963"
A598,"CARTHAGE B. H. Warmington",No,https://mailpony.uk/pelicans/A598.jpg,"1964"
A599,"CHILDREN OF THE ASHES The Story of a Rebirth Robert Jungk",No,https://mailpony.uk/pelicans/A599.jpg,"1963"
A600,"MAN AND ENERGY A. R. Ubbelohde",No,https://mailpony.uk/pelicans/A600.jpg,"1963"
A601,"WILDLIFE IN BRITAIN Richard Fitter",No,https://mailpony.uk/pelicans/A601.jpg,"1963"
A602,"THE DAILY READING for School and Home: Passages from the Bible Richard Fitter",No,https://mailpony.uk/pelicans/A602.jpg,"1963"
A603,"THE INTEGRITY OF PERSONALITY Anthony Storr",No,https://mailpony.uk/pelicans/A603.jpg,"1963"
A604,"TECHNIQUES OF PERSUASION: From Propoaganda to Brainwashing James A. C. Brown",No,https://mailpony.uk/pelicans/A604.jpg,"1963"
A605,"LE CORBUSIER: ARCHITECTURE AND FORM Peter Blake",No,https://mailpony.uk/pelicans/A605.jpg,"1963"
A606,"MIES VAN DER ROHE: ARCHITECTURE AND STRUCTURE Peter Blake",No,https://mailpony.uk/pelicans/A606.jpg,"1963"
A607,"FRANK LLOYD WRIGHT: ARCHITECTURE AND SPACE Peter Blake",No,https://mailpony.uk/pelicans/A607.jpg,"1963"
A608,"THE INSECURE OFFENDERS: REBELLIOUS YOUTH IN THE WELFARE STATE T. R. Fyvel",No,https://mailpony.uk/pelicans/A608.jpg,"1963"
A609,"THE NATURE OF THE UNIVERSE Fred Hoyle",No,https://mailpony.uk/pelicans/A609.jpg,"1963"
A610,"ROMAN CATHOLICISM Sebastian Bullough",No,https://mailpony.uk/pelicans/A610.jpg,"1963"
A611,"THE IMAGE: OR WHAT HAPPENED TO THE AMERICAN DREAM Daniel J. Boorstin",No,https://mailpony.uk/pelicans/A611.jpg,"1963"
A612,"THE FABRIC OF THE HEAVENS Daniel J. Boorstin",No,https://mailpony.uk/pelicans/A612.jpg,"1963"
A613,"THE COMPREHENSIVE SCHOOL Robin Pedley",No,https://mailpony.uk/pelicans/A613.jpg,"1963"
A614,"SCHOPENHAUER Patrick Gardiner",No,https://mailpony.uk/pelicans/A614.jpg,"1963"
A615,"CAREERS IN TECHNOLOGY Maurice Goldsmith",No,https://mailpony.uk/pelicans/A615.jpg,"1963"
A616,"A HISTORY OF BRITISH TRADE UNIONISM Henry Pelling",No,https://mailpony.uk/pelicans/A616.jpg,"1963"
A617,"EVOLUTION IN ACTION (Based on the Patten Foundation Lectures Delivered at Indiana University in 1951) Julian Huxley",No,https://mailpony.uk/pelicans/A617.jpg,"1963"
A618,"THE DESTRUCTION OF LORD RAGLAN – A Tragedy of the Crimean War 1854-5 Christopher Hibbert",No,https://mailpony.uk/pelicans/A618.jpg,"1963"
A619,"AMERICAN CAPITALISM: THE CONCEPT OF COUNTERVAILLING POWER John Kenneth Galbraith",No,https://mailpony.uk/pelicans/A619.jpg,"1963"
A620,"A HISTORY OF LATIN AMERICA George Pendle",No,https://mailpony.uk/pelicans/A620.jpg,"1963"
A621,"SPACE IN THE SIXTIES Patrick Moore",No,https://mailpony.uk/pelicans/A621.jpg,"1963"
A622,"ANARCHISM: A HISTORY OF LIBERTARIAN IDEAS AND MOVEMENTS George Woodcock",No,https://mailpony.uk/pelicans/A622.jpg,"1963"
A623,"EXPERIMENTAL PSYCHICAL RESEARCH Robert H. Thouless",No,https://mailpony.uk/pelicans/A623.jpg,"1963"
A624,"ENJOYING PAINTINGS Robert H. Thouless",No,https://mailpony.uk/pelicans/A624.jpg,"1964"
A625,"ELECTRICITY WITHOUT DYNAMOS: THE COMING REVOLUTION IN POWER GENERATION John W. Gardner",No,https://mailpony.uk/pelicans/A625.jpg,"1963"
A626,"A HISTORY OF LONDON LIFE John W. Gardner",No,https://mailpony.uk/pelicans/A626.jpg,"1963"
A627,"THE MARXISTS C. Wright Mills",No,https://mailpony.uk/pelicans/A627.jpg,"1963"
A628,"THE PELICAN HISTORY OF THE CHURCH: 6, A HISTORY OF CHRISTIAN MISSIONS Stephen Neill",No,https://mailpony.uk/pelicans/A628.jpg,"1964"
A629,"THE SCIENCE OF ANIMAL BEHAVIOUR Peter Lovell Broadhurst",No,https://mailpony.uk/pelicans/A629.jpg,"1963"
A630,"INTRODUCING MATHEMATICS: 1 – VISION IN ELEMENTARY MATHEMATICS W. W. Sawyer",No,https://mailpony.uk/pelicans/A630.jpg,"1964"
A631,"THE WESTERN INTELLECTUAL TRADITION: FROM LEONARDO TO HEGEL W. W. Sawyer",No,https://mailpony.uk/pelicans/A631.jpg,"1963"
A632,"THE NECESSITY OF ART: A MARXIST APPROACH Ernst Fischer",No,https://mailpony.uk/pelicans/A632.jpg,"1963"
A633,"THE MEGALITH BUILDERS OF WESTERN EUROPE Glyn Daniel",No,https://mailpony.uk/pelicans/A633.jpg,"1963"
A634,"THE FAMILY LIFE OF OLD PEOPLE Peter Townsend",No,https://mailpony.uk/pelicans/A634.jpg,"1963"
A635,"LITERATURE AND CRITICISM H. Coombes",Yes,https://mailpony.uk/pelicans/A635.jpg,"1963 (1970 reprint)"
A636,"THE CONTEMPORARY CINEMA Penelope Houston",No,https://mailpony.uk/pelicans/A636.jpg,"1963"
A637,"THE GENTLE ART OF MATHEMATICS Dan Pedoe",No,https://mailpony.uk/pelicans/A637.jpg,"1963"
A638,"VOTERS, PARTIES, AND LEADERS: THE SOCIAL FABRIC OF BRITISH POLITICS Jean Blondel",No,https://mailpony.uk/pelicans/A638.jpg,"1963"
A639,"THE DECLINE AND FALL OF THE ROMAN EMPIRE Edward Gibbon",No,https://mailpony.uk/pelicans/A639.jpg,"1964"
A640,"DISCRIMINATION AND POPULAR CULTURE Edward Gibbon",No,https://mailpony.uk/pelicans/A640.jpg,"1965"
A641,"ANGER AND AFTER: A GUIDE TO THE NEW BRITISH DRAMA John Russell Taylor",No,https://mailpony.uk/pelicans/A641.jpg,"1963"
A642,"THE LIFE OF SHAKESPEARE F. E. Halliday",No,https://mailpony.uk/pelicans/A642.jpg,"1963"
A643,"THE LIBERAL HOUR John Kenneth Galbraith",No,https://mailpony.uk/pelicans/A643.jpg,"1964"
A644,"THE FAMILY AND THE LAW: The Law of Marriage, Separation, and Divorce Margaret Puxon",No,https://mailpony.uk/pelicans/A644.jpg,"1963"
A645,"SHAKESPEARE’S TRAGEDIES: An Anthology of Modern Criticism Margaret Puxon",No,https://mailpony.uk/pelicans/A645.jpg,"1964"
A646,"FREEDOM, THE INDIVIDUAL AND THE LAW Harry Street",No,https://mailpony.uk/pelicans/A646.jpg,"1963"
A647,"THE CONSUMER, SOCIETY AND THE LAW Harry Street",No,https://mailpony.uk/pelicans/A647.jpg,"964)"
A648,"ANTHOLOGY OF ISLAMIC LITERATURE:From the Rise of Islam to Modern Times Harry Street",No,https://mailpony.uk/pelicans/A648.jpg,"1964"
A649,"SEXUAL DEVIATION Anthony Storr",No,https://mailpony.uk/pelicans/A649.jpg,"1964"
A650,"THE IDEA OF PREHISTORY: The Josiah Mason lectures Glyn Daniel",No,https://mailpony.uk/pelicans/A650.jpg,"1964"
A651,"SHAKESPEARE: A SURVEY Edmund Kerchevar Chambers",No,https://mailpony.uk/pelicans/A651.jpg,"1964"
A652,"WHAT IS HISTORY? – The George Macaulay Trevelyan Lectures Delivered in the University of Cambridge January – March 1961 Edward Hallett Carr",No,https://mailpony.uk/pelicans/A652.jpg,"1964"
A653,"ECONOMIC PHILOSOPHY Joan Robinson",Yes,https://mailpony.uk/pelicans/A653.jpg,"1964 (1981 reprint)"
A654,"SCIENCE AND HUMAN VALUES Jacob Bronowski",No,https://mailpony.uk/pelicans/A654.jpg,"1964"
A655,"IN DEFENCE OF POLITICS Bernard Crick",No,https://mailpony.uk/pelicans/A655.jpg,"1964"
A656,"CHECK YOUR OWN I.Q. Hans J. Eysenck",No,https://mailpony.uk/pelicans/A656.jpg,"1962"
A657,"TYNAN ON THEATRE Kenneth Tynan",No,https://mailpony.uk/pelicans/A657.jpg,"1964"
A658,"THE MODERN WRITER AND HIS WORLD G. S. Fraser",No,https://mailpony.uk/pelicans/A658.jpg,"1964"
A659,"INTRODUCING MUSIC Ottó Kérolyl",Yes (1975 reprint, poor),"https://mailpony.uk/pelicans/A659.jpg"
A660,"SOVIET EDUCATION Nigel Grant",No,https://mailpony.uk/pelicans/A660.jpg,"1964"
A661,"THE LIFE AND WORK OF SIGMUND FREUD Ernest Jones",No,https://mailpony.uk/pelicans/A661.jpg,"1964"
A662,"A HISTORY OF THE JEWISH PEOPLE James Parkes",No,https://mailpony.uk/pelicans/A662.jpg,"1964"
A663,"INVENTING THE FUTURE Dennis Gabor",No,https://mailpony.uk/pelicans/A663.jpg,"1964"
A664,"FUNDAMENTALS OF PSYCHOLOGY C. J. Adcock",No,https://mailpony.uk/pelicans/A664.jpg,"1964"
A665,"THE ART OF THE ADVOCATE Richard Du Cann",No,https://mailpony.uk/pelicans/A665.jpg,"1964"
A666,"SHAKESPEARE: A CELEBRATION: 1564 – 1964 Richard Du Cann",No,https://mailpony.uk/pelicans/A666.jpg,"1964"
A667,"BRIGHTER THAN A THOUSAND SUNS: A personal history of the Atomic Scientists Robert Jungk",Yes,https://mailpony.uk/pelicans/A667.jpg,"1964 (1970 reprint)"
A668,"THE CHILD, THE FAMILY, AND THE OUTSIDE WORLD D. W. Winnicott",No,https://mailpony.uk/pelicans/A668.jpg,"1964"
A669,"THE CHURCH OF ENGLAND Paul Ferris",No,https://mailpony.uk/pelicans/A669.jpg,"1964"
A670,"GODS AND MYTHS OF NORTHERN EUROPE Hilda Roderick Ellis Davidson",Yes (1972 reprint),https://mailpony.uk/pelicans/A670.jpg,"1964"
A671,"A HISTORY OF SCOTLAND John Duncan Mackie",No,https://mailpony.uk/pelicans/A671.jpg,"1964"
A672,"ILLUSTRATED ENGLISH SOCIAL HISTORY Volume 1: Chaucer’s England and the Early Tudors George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A672.jpg,"1964"
A673,"ILLUSTRATED ENGLISH SOCIAL HISTORY Volume 2: The Age of Shakespeare and the Stuart Period George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A673.jpg,"1964"
A674,"ILLUSTRATED ENGLISH SOCIAL HISTORY Volume 3: The Eighteenth Century George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A674.jpg,"1964"
A675,"ILLUSTRATED ENGLISH SOCIAL HISTORY Volume 4: THE NINETEENTH CENTURY George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A675.jpg,"1964"
A676,"WRITING TECHNICAL REPORTS Bruce M. Cooper",Yes,https://mailpony.uk/pelicans/A676.jpg,"1964"
A677,"THE CINEMA AS ART Ralph Stephenson and Jean R. Debrix",No,https://mailpony.uk/pelicans/A677.jpg,"1966"
A678,"THE DAILY LIFE OF THE AZTECS: on the eve of the Spanish Conquest Jacques Soustelle",No,https://mailpony.uk/pelicans/A678.jpg,"1964"
A679,"UNITED NATIONS: PIETY, MYTH, AND TRUTH Andrew Boyd",No,https://mailpony.uk/pelicans/A679.jpg,"1964"
A680,"THE CROWN AND THE ESTABLISHMENT Kingsley Martin",No,https://mailpony.uk/pelicans/A680.jpg,"1966"
A681,"THE DEATH AND LIFE OF GREAT AMERICAN CITIES: The Failure of Town Planning Jane Jacobs",No,https://mailpony.uk/pelicans/A681.jpg,"1965"
A682,"THE EUROPEAN MIND 1680 – 1715 Paul Hazard",No,https://mailpony.uk/pelicans/A682.jpg,"1964"
A683,"SEX IN SOCIETY Alex Comfort",No,https://mailpony.uk/pelicans/A683.jpg,"1964"
A684,"VICTORIAN PEOPLE: A Reassessment of Persons and Themes 1851-1867 Asa Briggs",Yes,https://mailpony.uk/pelicans/A684.jpg,"1965 (1971 reprint)"
A685,"LAW IN A CHANGING SOCIETY Wolfgang Friedmann",No,https://mailpony.uk/pelicans/A685.jpg,"1964"
A686,"FILM WORLD – A Guide to Cinema Ivor Montagu",No,https://mailpony.uk/pelicans/A686.jpg,"1964"
A687,"THE GOTHIC REVIVAL: An Essay in the History of Taste Kenneth Clark",No,https://mailpony.uk/pelicans/A687.jpg,"1964"
A688,"THE IDEA OF LAW Dennis Lloyd",No,https://mailpony.uk/pelicans/A688.jpg,"1964"
A689,"SCORE: THE STRATEGY OF TAKING TESTS Darrell Huff",No,https://mailpony.uk/pelicans/A689.jpg,"1964"
A690,"A GUIDE TO ENGLISH SCHOOLS Tyrrell Burgess",No,https://mailpony.uk/pelicans/A690.jpg,"1964"
A691,"HISTORY OF ENGLAND 9: ENGLAND IN THE TWENTIETH CENTURY (1914-63) David Thomson",No,https://mailpony.uk/pelicans/A691.jpg,"1965"
A692,"CRIME IN A CHANGING SOCIETY Howard Jones",No,https://mailpony.uk/pelicans/A692.jpg,"1965"
A693,"VIBRATIONS AND WAVES Norman Feather",No,https://mailpony.uk/pelicans/A693.jpg,"1965"
A694,"THE BIRTH OF COMMUNIST CHINA C. P. Fitzgerald",No,https://mailpony.uk/pelicans/A694.jpg,"1964"
A695,"NEW HORIZONS IN PSYCHIATRY Peter Hays",No,https://mailpony.uk/pelicans/A695.jpg,"1964"
A696,"FACT AND FICTION IN PSYCHOLOGY H. J. Eysenck",No,https://mailpony.uk/pelicans/A696.jpg,"1965"
A697,"PAKISTAN: Old Country/New Nation Ian Stephens",No,https://mailpony.uk/pelicans/A697.jpg,"1964"
A698,"CRISIS IN THE HUMANITIES Ian Stephens",No,https://mailpony.uk/pelicans/A698.jpg,"1964"
A699,"A HISTORY OF MONEY E. Victor Morgan",No,https://mailpony.uk/pelicans/A699.jpg,"1965"
A700,"RELIGIOUS FAITH AND TWENTIETH-CENTURY MAN F. C. Happold",No,https://mailpony.uk/pelicans/A700.jpg,"1966"
A701,"BERNINI Howard Hibbard",No,https://mailpony.uk/pelicans/A701.jpg,"1965"
A702,"THE GREEK WORLD Howard Hibbard",No,https://mailpony.uk/pelicans/A702.jpg,"1965"
A703,"THE CAR MAKERS Graham Turner",No,https://mailpony.uk/pelicans/A703.jpg,"1964"
A704,"SUICIDE AND ATTEMPTED SUICIDE Erwin Stengel",No,https://mailpony.uk/pelicans/A704.jpg,"1964"
A705,"THE POEM ITSELF – 150 European Poems Translated and Analysed Erwin Stengel",No,https://mailpony.uk/pelicans/A705.jpg,"964)"
A706,"THE GEOGRAPHY OF AFRICAN AFFAIRS Paul Fordham",No,https://mailpony.uk/pelicans/A706.jpg,"1965"
A707,"USE AND ABUSE OF STATISTICS W. J. Reichmann",No,https://mailpony.uk/pelicans/A707.jpg,"1964"
A708,"PAINTING IN ENGLAND 1500-1880: AN INTRODUCTION David Piper",No,https://mailpony.uk/pelicans/A708.jpg,"1965"
A709,"BATTLE FOR MANHATTAN Bruce Bilven Jnr",No,https://mailpony.uk/pelicans/A709.jpg,"1965"
A710,"MODERN ECONOMICS J. Pen",No,https://mailpony.uk/pelicans/A710.jpg,"1965"
A711,"A HISTORY OF MODERN FRANCE, VOL. 3: France of the Republics 1871-1962 Alfred Cobban",No,https://mailpony.uk/pelicans/A711.jpg,"1965"
A712,"THE SCIENTIFIC ANALYSIS OF PERSONALITY Raymond B. Cattell",No,https://mailpony.uk/pelicans/A712.jpg,"1965"
A713,"MATHEMATICAL PUZZLES AND DIVERSIONS Martin Gardner",No,https://mailpony.uk/pelicans/A713.jpg,"1965"
A714,"THE ARCHITECTURE OF MATTER Martin Gardner",No,https://mailpony.uk/pelicans/A714.jpg,"1965"
A715,"BRITISH HISTORY IN THE NINETEENTH CENTURY AND AFTER (1782-1919) George Macaulay Trevelyan",No,https://mailpony.uk/pelicans/A715.jpg,"1965"
A716,"DARK STRANGERS – a study of West Indians in London Sheila Patterson",No,https://mailpony.uk/pelicans/A716.jpg,"1965"
A717,"ON JUSTICE IN SOCIETY Morris Ginsberg",No,https://mailpony.uk/pelicans/A717.jpg,"1965"
A718,"THE PYRAMID CLIMBERS Vance Packard",No,https://mailpony.uk/pelicans/A718.jpg,"1965"
A719,"PATTERNS OF INFANT CARE IN AN URBAN COMMUNITY John and Elizabeth Newson",No,https://mailpony.uk/pelicans/A719.jpg,"1965"
A720,"THE WORLD IN 1984 VOL. 1 – The Complete New Scientist Series John and Elizabeth Newson",No,https://mailpony.uk/pelicans/A720.jpg,"1965"
A721,"THE WORLD IN 1984 VOL. 2 John and Elizabeth Newson",No,https://mailpony.uk/pelicans/A721.jpg,"1965"
A722,"THE TREASURY UNDER THE TORIES 1951-1964 Samuel Brittan",No,https://mailpony.uk/pelicans/A722.jpg,"1964"
A723,"FLY AND THE FLY-BOTTLE – Encounters with British Intellectuals Ved Mehta",No,https://mailpony.uk/pelicans/A723.jpg,"1965"
A724,"EUROPE SINCE NAPOLEON David Thomson",No,https://mailpony.uk/pelicans/A724.jpg,"1966"
A725,"PSYCHOLOGY FOR EVERYMAN Larry S. Skurnik and Frank George",No,https://mailpony.uk/pelicans/A725.jpg,"1964"
A726,"THE LAWS OF PHYSICS Milton A. Rothman",No,https://mailpony.uk/pelicans/A726.jpg,"1966"
A727,"THE AMERICANS VOL. 1 THE COLONIAL EXPERIENCE Daniel J. Boorstin",No,https://mailpony.uk/pelicans/A727.jpg,"1965"
A728,"A GEOGRAPHY OF THE U.S.S.R. John P. Cole",No,https://mailpony.uk/pelicans/A728.jpg,"1967"
A729,"ENGELS: SELECTED WRITINGS John P. Cole",No,https://mailpony.uk/pelicans/A729.jpg,"1967"
A730,"OPPORTUNITIES AFTER O-LEVEL: a guide for students, teachers, and parents to education and career opportunities beyond G. C. E. O-level John P. Cole",No,https://mailpony.uk/pelicans/A730.jpg,"1965"
A731,"THE NEW COLD WAR: MOSCOW v. PEKING Edward Crankshaw",No,https://mailpony.uk/pelicans/A731.jpg,"1965"
A732,"THE ARMED SOCIETY: MILITARISM IN MODERN AMERICA Tristram Coffin",No,https://mailpony.uk/pelicans/A732.jpg,"1965"
A733,"GOVERNMENT OF EDUCATION W. O. Lester Smith",No,https://mailpony.uk/pelicans/A733.jpg,"1965"
